id,h,s,v,r,g,b,comp1,comp2,cluster
b6b5d638961d4aa68e312cf4aba42d42,0.0,0.14583333333333326,0.18823529411764706,48,41,41,-95.01502214822901,3.2811692357644553,2
b6bbdcf6235049b299ec0efdfb69f919,0.0,0.0,0.054901960784313725,14,14,14,-159.96786195377882,25.97216384782432,3
b6bd8a7dfe724fc8b3d9622b7efbec94,0.0,0.0,0.7450980392156863,190,190,190,206.30641885220902,21.090770191295523,2
b6bde11f1d8642848b87d18531973859,0.0,0.0,0.09803921568627452,25,25,25,-136.75354592529428,17.18266869441597,1
b6c27799b1ac43dbae5e78015b812b58,0.16666666666666666,0.032967032967033,0.3568627450980392,91,91,88,3.6401904278218593,-16.245568350833384,3
b6c3835d53e941e6bde7e933c1e43afd,0.7976190476190476,0.2916666666666667,0.18823529411764706,45,34,48,-98.3024039762334,7.1099928722886085,0
b6c5545f153a449d8144fb6108f4f281,0.12500000000000014,0.08333333333333333,0.18823529411764706,48,47,44,-89.48088903121248,1.500304845982268,2
b6c91e20d2b74985be8615f4898fd40a,0.7500000000000001,0.1538461538461538,0.6627450980392157,156,143,169,147.03190016736514,-5.056674953353649,2
b6dd3dfcb616449e9d2a1d9fb9fc4dc2,0.6403508771929824,0.59375,0.12549019607843134,13,16,32,-143.2062477068334,27.614686900807012,1
b6fa327851ab40b78ea8aa5ecff2bf3d,0.5499999999999999,0.10152284263959398,0.7725490196078432,177,191,197,204.10577652902356,24.60938202875449,1
b6fee17b9cd14255ace12ff2a8205754,0.14965986394557826,0.4375,0.4392156862745098,112,107,63,10.730462598565193,-47.73324021621281,3
b70617b2ef804a8bb16fe2e8f5abf295,0.5757575757575757,0.3055555555555556,0.1411764705882353,25,31,36,-124.54706321730083,20.69175008165549,1
b715ad8e4c384ebc8cfc46cf702b86cc,0.583333333333333,0.05,0.1568627450980392,38,39,40,-107.48672016630032,9.151784128132174,1
b71864821af84873b52325c9be18eb6f,0.1041666666666669,0.08602150537634409,0.3647058823529412,93,90,85,2.7551104623321345,-18.57007854339624,0
b720fa8f09424099beda0067e7397ceb,0.2499999999999997,0.0530973451327433,0.4431372549019608,110,113,107,44.74174872539406,-18.774779942155853,2
b72a992eb59e41e2adfc4e01ede77c05,0.0,0.02702702702702712,0.1450980392156863,37,36,36,-112.26518245443651,7.847674607362456,1
b730b407370340468e3ec7626dd8b5ea,0.07291666666666659,0.2051282051282052,0.3058823529411765,78,69,62,-40.58791248800735,-16.545631047876324,3
b7480178d17445d08e08b2296138bf41,0.8717948717948718,0.17105263157894732,0.2980392156862745,76,63,73,-39.41084014025756,-13.012219529101474,2
b750361a12b64deabca4418cda8ec3ed,0.12222222222222222,0.21739130434782605,0.27058823529411763,69,65,54,-55.013056332290965,-15.137493698580991,0
b75fbc9e60ca42e3a4254369af485d74,0.03763440860215056,0.1937500000000001,0.6274509803921569,160,136,129,115.88368028550423,-31.66776218598921,1
b7792111576f4d61b0adfbc942b8cfe7,0.15277777777777782,0.062499999999999924,0.7529411764705882,192,191,180,206.07839704901764,13.777605140616194,0
b77b3aa8da794966a10b098fab6c36f7,0.4166666666666661,0.030303030303030408,0.25882352941176473,64,66,65,-48.403120410756244,-5.397716031731492,0
b7959f216449441fa1749eecfe3f9533,0.1990740740740741,0.2706766917293234,0.5215686274509804,126,133,97,65.49375756525362,-38.36436893161186,0
b7a8cd1783c9403486a216bdd16f3124,0.055555555555555684,0.05825242718446608,0.403921568627451,103,99,97,22.969299982246127,-20.17601182615556,2
b7bc814ce3084a39a47bcff919cbc9a3,0.021739130434782632,0.4339622641509434,0.20784313725490197,53,33,30,-106.74417470431871,1.7283362779368825,1
b7bcdaf05f714b83a86ad0c7bd3653f1,0.11159420289855077,0.5088495575221239,0.8862745098039215,226,188,111,181.59687893902225,-48.00720844092049,0
b7be7122b45447ddb2032ff5916de06f,0.0507246376811594,0.5897435897435898,0.15294117647058825,39,23,16,-129.34985291714,9.206923629606935,2
b7daaf8ad19045bb8f4faca4efd30841,0.0,0.0,0.031372549019607836,8,8,8,-172.35278639169343,30.65994450121644,1
b7f58c2c252d469c9f0ebd8ea5af006c,0.0,0.0,0.20392156862745092,52,52,52,-77.15788359785729,0.8042785591740642,0
b7fdcd1c468543b1b2c29db32468e589,0.05757575757575757,0.44354838709677424,0.4862745098039216,124,88,69,7.009925314074245,-45.81166992518472,2
b7fe3564f64c47f3aef5d8e2b76eee38,0.6,0.28301886792452835,0.20784313725490197,38,44,53,-93.75291812541724,11.336638805142353,1
b8013cbbe1de4f159895f269b7f8a9d2,0.16666666666666666,0.3240740740740741,0.4235294117647059,108,108,73,11.870751562877993,-39.552736120263035,2
b80352ff2ed54b9eb19475464b189640,0.6666666666666666,0.03333333333333333,0.4705882352941176,116,116,120,60.42341443275842,-15.902034609058886,1
b82581ca4c1e4b6fa8eb88b576b0acb0,0.0961538461538461,0.15853658536585374,0.6431372549019608,164,153,138,132.95883469696682,-20.812385736591025,3
b8288b518bb1457fb71023f76227730c,0.04166666666666652,0.0851063829787234,0.1843137254901961,47,44,43,-94.50457993540627,3.5484589218407265,1
